ID,lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
3026,A,2,4,4,3,2,9,2,2,2,8,2,9,1,6,1,7
3033,Y,3,6,5,9,8,8,6,4,1,7,8,9,7,10,8,8
3036,Y,2,1,3,1,0,7,10,3,1,7,13,8,1,11,0,8
3046,A,2,1,3,3,1,7,2,1,2,6,2,7,2,5,2,8
3059,A,1,3,2,2,1,10,2,3,1,9,2,9,2,6,1,7
3071,C,6,11,6,8,4,2,9,5,7,11,11,13,1,8,2,7
3090,A,7,12,7,7,4,12,1,4,1,11,4,12,5,4,4,11
3095,A,3,11,5,8,4,12,3,2,2,9,2,9,2,6,2,8
3098,Y,2,5,4,3,2,7,10,1,7,7,11,8,2,11,2,8
3099,C,2,2,3,4,2,6,8,8,7,9,8,12,1,10,4,10
3101,C,5,9,6,8,7,6,7,5,5,6,7,12,6,9,8,10
3102,Y,1,1,3,2,1,8,11,1,6,6,10,8,1,11,1,8
3103,Y,3,6,5,4,1,6,10,3,2,8,13,8,2,11,0,8
3119,C,2,5,3,3,2,6,8,7,7,9,7,12,2,9,4,10
3124,C,1,0,2,1,0,6,7,6,8,7,6,14,0,8,4,10
3128,C,6,9,8,7,5,7,7,8,6,8,5,11,4,9,4,8
3133,Y,2,7,3,4,0,7,11,1,3,8,12,8,1,11,0,8
3138,Y,5,10,8,8,5,8,10,1,7,4,11,8,1,11,2,8
3139,A,1,3,3,2,1,8,3,2,2,7,2,8,2,6,2,7
3144,A,6,11,6,6,4,10,2,4,2,11,5,12,5,4,6,10
3146,C,4,7,5,5,2,4,9,6,8,13,11,10,1,9,2,6
3147,C,5,8,5,6,3,6,7,5,6,12,8,13,3,9,4,7
3151,C,3,7,4,5,2,6,8,8,8,9,7,12,1,10,4,9
3152,Y,4,10,6,8,3,7,10,1,7,7,12,8,1,11,2,8
3159,Y,3,5,5,8,7,8,7,4,2,6,8,9,4,11,7,8
3190,C,5,5,6,7,2,5,7,7,11,7,6,12,1,8,4,9
3201,Y,3,9,5,6,1,7,12,1,3,7,12,8,1,10,0,8
3206,C,4,9,5,6,3,5,7,6,8,5,7,12,1,7,4,9
3216,C,3,4,4,3,2,6,8,7,7,9,8,12,2,10,3,9
3225,A,2,4,4,2,2,11,2,2,1,9,2,9,2,7,2,9
3227,C,5,8,6,6,2,6,6,7,11,8,5,12,1,9,4,8
3236,Y,3,10,5,7,1,7,10,1,3,7,12,8,1,11,0,8
3268,C,3,7,4,5,3,6,8,7,7,10,8,13,2,10,4,10
3274,C,4,4,5,7,2,7,6,7,10,9,5,13,1,10,4,9
3276,Y,5,9,5,6,3,3,11,3,7,12,11,6,1,10,2,5
3280,C,2,3,2,2,1,4,8,4,6,11,10,11,1,9,2,7
3282,C,9,13,6,8,3,6,9,7,7,11,7,6,2,9,6,8
3286,Y,7,9,7,7,4,5,8,2,8,8,10,5,5,11,6,3
3319,C,3,5,4,4,2,6,7,7,8,8,8,13,1,9,4,10
3349,C,4,8,5,6,3,5,8,8,8,8,8,14,1,9,4,9
3361,A,6,12,6,6,3,13,1,5,2,12,2,10,2,3,2,10
3368,C,1,3,2,2,1,6,8,7,7,8,7,13,1,9,4,10
3375,Y,7,15,6,8,4,5,8,4,3,10,9,6,4,10,4,4
3413,C,6,11,7,8,4,6,7,10,9,10,7,11,2,12,4,9
3415,C,2,2,3,4,2,6,8,7,7,8,8,13,1,9,4,10
3426,Y,6,9,6,4,3,6,6,4,4,9,9,6,4,10,3,5
3436,Y,3,7,5,5,4,8,6,6,5,5,8,8,2,8,9,5
3452,C,2,3,3,1,1,5,8,4,6,11,9,11,1,9,2,8
3454,C,5,9,6,6,3,5,9,7,8,5,8,14,2,7,5,8
3458,C,6,9,8,7,8,6,6,4,5,7,6,10,6,9,4,8
3461,C,6,8,6,6,3,5,7,6,8,11,8,14,2,10,4,7
3468,A,1,3,2,1,1,9,3,1,1,8,3,9,1,6,1,8
3471,Y,6,9,8,7,7,9,7,6,5,5,9,7,3,8,9,5
3474,Y,2,1,3,2,1,9,10,1,6,5,11,7,1,11,2,8
3476,C,4,8,5,6,3,5,7,6,9,6,7,13,1,7,4,9
3478,C,3,5,4,5,4,5,7,3,4,7,6,11,4,9,7,9
3479,A,3,5,5,3,2,8,2,2,2,8,2,8,2,6,3,7
3481,C,4,6,5,5,5,5,6,3,5,7,6,11,4,10,6,10
3504,C,4,8,6,6,5,5,6,4,5,8,6,11,6,9,4,8
3505,C,5,9,5,7,3,5,8,6,8,12,9,12,2,10,3,7
3510,A,2,7,4,5,2,12,4,4,3,11,1,8,2,6,2,8
3525,C,3,8,4,6,2,6,7,7,10,6,6,14,1,8,4,9
3545,Y,3,5,5,4,2,4,10,1,8,10,10,5,3,11,5,3
3557,A,2,6,4,4,2,11,3,3,2,10,1,9,2,6,2,8
3578,C,3,2,4,3,2,6,8,7,7,9,8,13,1,9,4,10
3601,Y,4,5,5,4,2,4,10,2,8,11,10,5,3,10,4,3
3602,C,5,6,5,4,2,5,9,6,8,12,9,10,2,9,3,7
3607,A,1,0,2,0,0,7,4,2,0,7,2,8,1,7,1,8
3622,C,4,8,5,6,2,5,7,7,10,7,5,12,1,9,4,9
3626,C,5,9,6,6,5,7,8,8,6,6,6,11,4,8,4,8
3633,Y,4,8,6,6,3,7,10,1,7,5,11,8,1,11,2,8
3635,Y,3,4,5,5,1,6,11,2,2,9,12,8,1,10,0,8
3639,C,3,7,5,6,5,5,8,3,5,7,6,11,3,9,7,9
3646,C,3,10,4,8,3,5,7,6,8,7,5,12,1,8,4,10
3648,A,7,13,6,8,4,8,2,3,2,8,4,12,5,5,4,7
3662,A,4,9,7,7,5,6,5,2,3,4,1,6,5,7,5,4
3668,Y,4,5,5,3,2,4,10,2,8,11,10,5,1,11,3,4
3680,Y,3,8,6,6,3,9,10,1,6,4,11,8,1,11,2,9
3684,C,3,2,4,4,2,6,8,8,8,9,8,12,2,10,4,9
3703,A,3,7,5,5,4,8,5,1,3,7,2,6,2,6,4,5
3711,Y,6,8,9,12,12,7,9,3,3,7,8,9,7,13,12,5
3712,C,10,15,6,8,3,7,8,6,7,12,6,7,2,9,5,8
3721,Y,4,9,4,4,2,7,7,4,4,9,9,5,3,11,3,4
3730,Y,1,1,2,1,0,8,9,2,2,7,12,8,1,10,0,8
3733,A,3,4,5,3,2,8,2,2,2,8,2,8,2,7,3,7
3735,Y,4,10,6,7,3,7,10,1,8,6,12,8,1,11,2,8
3744,C,5,11,6,8,5,7,8,8,6,5,6,12,4,7,4,7
3756,A,5,12,5,6,3,12,2,4,2,11,3,11,4,4,4,11
3758,A,2,1,4,2,1,8,2,2,1,7,2,8,2,6,3,6
3772,A,3,7,5,4,2,8,3,3,3,7,2,8,3,6,3,8
3783,A,2,5,3,3,2,11,3,2,2,9,2,9,2,6,2,8
3786,A,3,5,5,4,2,10,2,2,2,8,2,9,3,5,2,8
3789,Y,2,8,3,6,1,9,10,1,3,6,11,8,1,11,0,8
3803,A,4,9,6,7,4,12,2,3,2,10,2,9,2,7,3,8
3808,C,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10
3809,Y,1,0,2,0,0,7,9,3,1,7,12,8,1,11,0,8
3812,A,3,2,5,4,2,10,2,2,2,9,1,8,2,6,3,8
3817,Y,1,0,2,0,0,7,10,1,3,7,12,8,1,11,0,8
3819,Y,3,4,5,6,6,7,8,4,1,6,8,9,4,11,7,7
3825,Y,3,6,4,4,2,10,11,2,2,5,12,8,1,11,0,8
3836,Y,7,11,7,8,5,4,9,1,7,9,10,6,2,12,4,3
3841,C,8,12,5,6,2,7,8,7,7,11,7,9,2,9,5,9
3844,A,2,1,3,1,0,7,4,2,0,7,2,8,2,7,1,8
3847,Y,3,3,4,2,1,4,10,2,7,10,10,5,2,12,3,4
3912,Y,5,8,5,6,2,4,10,1,7,10,10,6,1,11,3,3
3915,Y,9,13,8,7,4,6,7,5,4,10,9,5,4,10,4,5
3923,Y,4,7,6,5,3,5,9,1,7,8,12,9,1,11,2,7
3927,Y,3,7,5,4,1,7,10,3,2,7,13,8,2,11,0,8
3936,C,4,9,5,6,3,4,8,6,6,11,10,12,2,10,3,7
3954,A,4,9,7,6,4,8,3,1,2,5,2,8,3,5,3,7
3975,C,5,11,6,8,3,4,7,7,11,7,7,12,1,7,4,8
3989,C,4,7,5,5,2,4,9,6,8,12,10,11,1,9,3,7
3996,Y,1,0,2,0,0,8,10,3,1,6,12,8,1,11,0,8
4000,Y,3,2,5,4,2,6,10,1,8,8,12,8,1,11,3,7
4011,C,4,7,4,5,3,5,8,5,6,11,9,13,2,9,3,7
4015,C,5,11,6,8,3,5,8,8,8,8,8,14,2,9,4,9
4023,C,1,3,2,2,1,6,8,6,7,7,8,12,1,9,4,10
4027,Y,3,5,4,7,6,8,8,3,1,7,7,9,4,11,6,7
4031,Y,5,6,6,8,9,9,8,6,3,7,7,8,6,10,7,4
4032,C,3,3,4,2,1,4,8,4,7,10,9,12,1,9,2,7
4035,A,3,7,4,5,3,9,4,3,1,8,1,8,2,6,1,8
4041,C,1,3,2,2,1,6,7,7,6,8,7,13,1,9,3,10
4043,C,5,11,6,9,4,6,8,9,7,10,7,11,2,11,4,9
4048,C,3,2,4,4,2,6,8,8,8,9,8,12,2,10,4,10
4049,C,2,1,3,2,1,6,8,7,8,8,8,13,1,9,4,10
4068,A,8,12,8,6,4,11,0,4,3,12,6,14,4,5,5,11
4075,Y,4,7,6,10,10,7,5,4,3,8,8,9,9,10,8,8
4080,A,3,7,5,5,3,10,2,2,2,9,2,8,2,6,4,8
4096,Y,4,9,5,6,1,7,10,3,2,7,13,8,1,11,0,8
4100,C,7,11,8,8,4,2,10,5,8,11,11,11,1,8,2,6
4101,A,4,9,6,7,4,7,5,3,0,6,1,8,2,7,1,7
4107,A,3,7,5,6,4,6,8,2,4,7,7,9,5,9,3,7
4111,Y,3,5,4,3,2,4,10,1,7,10,10,5,2,11,3,4
4114,A,1,1,2,1,0,7,4,2,0,7,2,8,2,6,1,8
4116,Y,2,7,4,4,1,9,10,2,3,6,12,8,1,11,0,8
4138,A,6,14,6,8,5,11,3,4,2,11,3,11,5,3,4,11
4154,Y,9,15,8,8,4,7,8,4,4,10,7,5,4,9,5,3
4187,A,4,8,6,6,3,13,3,4,3,11,1,8,2,6,2,9
4207,C,6,9,6,7,3,3,8,5,7,12,10,12,2,9,2,7
4208,Y,7,11,6,6,3,5,9,4,3,11,10,6,4,10,3,3
4219,C,2,5,3,3,2,6,8,7,8,8,7,13,1,9,4,10
4222,Y,1,0,2,0,0,8,10,3,1,6,12,8,1,11,0,8
4224,Y,8,14,6,8,4,7,8,4,4,9,8,5,4,10,4,4
4226,A,1,0,2,0,0,8,4,2,0,7,2,8,1,6,1,8
4242,C,5,11,6,8,2,5,7,7,10,7,6,14,1,8,4,9
4243,A,5,8,7,6,6,8,9,7,5,6,6,8,3,7,7,4
4246,A,3,2,6,4,2,10,2,2,2,9,1,8,2,6,2,8
4253,Y,5,6,6,8,8,9,7,6,3,7,8,8,7,10,6,5
4258,A,5,6,7,5,6,6,6,3,5,7,8,10,8,11,3,8
4279,Y,3,6,5,4,2,10,11,2,7,3,11,8,1,11,1,9
4294,C,3,8,4,6,2,6,8,8,7,10,8,13,2,10,4,10
4302,A,3,7,5,5,3,11,2,3,2,10,2,9,3,7,3,9
4324,Y,9,8,7,12,5,8,5,5,5,5,12,6,5,10,4,7
4346,C,5,5,6,8,2,6,7,7,10,7,6,15,1,8,4,9
4361,A,3,8,6,6,3,11,2,2,2,9,2,9,3,7,3,9
4382,A,5,10,7,8,5,8,4,3,0,7,1,8,2,7,4,8
4384,Y,2,1,3,1,0,7,10,3,1,7,12,8,1,11,0,8
4385,A,3,5,5,3,2,11,2,2,2,9,2,9,2,6,2,8
4401,Y,4,6,6,8,8,9,6,6,3,7,8,8,6,10,6,4
4402,A,2,7,4,5,2,8,3,2,2,7,1,8,2,6,2,7
4415,Y,5,8,5,6,4,4,9,1,6,9,10,7,3,11,4,4
4418,A,1,1,2,1,0,7,4,2,0,6,2,8,2,7,1,8
4420,A,3,9,5,7,4,12,2,3,3,10,2,9,3,8,4,9
4430,A,5,11,7,9,5,8,3,3,1,7,2,8,5,8,5,10
4432,C,6,10,6,7,3,4,8,6,8,12,10,12,1,9,3,7
4436,Y,5,10,5,7,3,3,10,2,8,11,11,6,0,10,2,4
4442,Y,3,7,5,5,2,4,9,1,7,10,12,9,1,10,2,7
4468,Y,7,8,7,6,3,2,12,4,6,13,11,5,1,11,1,5
4470,Y,2,3,3,2,1,4,10,2,7,10,10,5,1,11,2,4
4476,C,2,1,2,2,1,6,8,7,6,9,7,11,2,10,4,10
4484,A,4,8,6,6,4,9,5,3,0,8,1,8,2,7,1,8
4509,A,3,8,6,6,3,12,2,2,2,10,2,9,2,6,2,8
4529,C,4,5,5,5,4,6,8,3,5,6,6,11,4,9,7,9
4537,Y,7,10,6,5,4,7,6,4,4,9,8,5,3,10,4,4
4541,Y,4,11,7,8,4,7,10,1,7,6,12,9,1,11,2,8
4552,Y,4,6,6,9,7,9,10,6,3,7,7,7,6,11,6,5
4553,C,6,10,7,8,4,6,8,7,8,13,8,10,2,11,3,7
4557,C,1,0,1,1,0,7,7,5,7,7,6,13,0,8,4,10
4576,A,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8
4583,C,4,10,6,8,4,4,9,5,6,5,7,14,4,8,5,7
4606,Y,2,3,2,2,1,4,11,3,5,11,10,5,1,11,2,6
4624,C,2,4,3,3,1,6,8,7,8,8,7,14,1,9,4,10
4625,C,2,7,3,5,2,5,8,7,7,8,8,13,2,9,4,10
4636,C,8,12,6,6,2,5,11,5,8,11,8,9,1,7,5,8
4638,Y,3,6,4,4,1,5,11,2,2,8,12,8,1,11,0,8
4640,A,3,8,5,5,2,9,6,3,1,8,0,8,2,7,1,8
4652,Y,4,9,6,7,3,8,10,1,8,5,12,8,1,11,2,8
4657,C,2,3,3,4,1,5,8,6,8,7,7,12,1,7,4,9
4660,Y,3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5
4667,Y,5,9,5,4,3,6,6,5,4,9,10,6,3,9,2,5
4682,Y,4,10,7,8,3,4,10,2,8,10,12,9,1,10,2,7
4686,Y,3,7,4,5,4,9,8,6,4,5,9,7,2,8,7,5
4698,C,3,5,5,3,2,4,8,5,7,11,10,12,1,9,2,7
4711,A,2,4,4,3,2,8,2,2,2,7,2,8,2,6,2,7
4714,Y,3,7,4,5,4,9,5,6,5,7,8,8,3,9,7,4
4724,C,3,4,4,3,1,5,9,5,7,12,9,11,1,10,3,7
4729,Y,2,3,2,2,1,4,11,2,6,11,10,5,1,10,1,5
4752,C,3,6,4,4,2,4,9,6,7,12,9,10,2,10,3,7
4767,C,6,12,4,6,2,5,10,5,8,11,8,9,2,8,5,8
4771,Y,4,4,6,6,1,7,10,3,2,7,13,8,2,11,0,8
4777,C,4,9,5,7,4,6,8,6,8,7,6,13,1,8,4,9
4796,A,2,3,3,1,1,8,2,2,1,7,2,8,2,7,2,7
4801,Y,9,15,8,8,5,5,7,4,3,9,9,6,4,9,4,4
4812,C,5,9,6,7,7,5,6,3,4,7,6,11,6,9,3,8
4822,Y,2,3,4,4,1,8,10,2,2,6,13,8,2,11,0,8
4826,C,5,10,5,7,3,3,8,5,7,11,10,13,1,9,3,8
4831,A,2,6,4,4,2,11,3,3,2,10,1,9,2,6,2,8
4841,A,5,8,8,7,7,7,7,2,5,7,9,10,5,11,3,7
4842,A,2,1,3,1,1,7,4,2,0,7,1,8,3,6,1,8
4846,Y,4,4,6,6,6,9,10,5,4,6,7,7,5,10,7,5
4860,A,5,11,9,8,7,10,5,1,5,9,1,5,3,7,4,8
4867,C,3,8,4,6,3,6,8,6,5,9,8,14,1,9,3,11
4876,Y,7,8,6,11,5,7,6,5,5,6,11,6,4,11,3,7
4878,Y,7,9,7,7,4,3,10,2,7,11,11,6,1,11,2,5
4881,Y,3,8,5,5,1,7,10,3,2,7,13,8,2,11,0,8
4887,A,4,9,6,6,2,8,4,3,1,7,1,8,3,7,2,8
4900,A,2,8,4,6,3,11,3,3,3,10,2,9,2,6,3,8
4902,Y,3,5,4,6,5,8,10,6,4,7,7,6,4,10,6,3
4905,C,2,5,3,4,2,6,8,7,7,9,8,13,1,9,4,10
4925,C,8,12,6,6,5,7,7,4,4,9,8,10,4,9,8,10
4929,C,4,5,6,8,2,6,8,7,10,5,7,13,1,7,4,9
4948,A,4,10,6,7,2,7,5,3,1,7,0,8,3,7,2,8
4959,A,4,8,6,6,6,8,8,7,4,6,6,8,3,7,7,4
4975,C,6,10,6,8,4,5,8,6,8,12,9,13,2,9,4,7
4978,Y,6,10,6,5,3,6,8,4,3,10,8,5,3,10,4,4
4995,C,6,11,5,6,3,7,8,4,3,8,8,10,4,8,7,11
5017,C,4,9,3,4,2,6,8,4,3,9,8,10,3,9,8,9
5019,A,3,7,6,5,3,11,2,3,2,10,2,9,2,6,3,9
5028,Y,5,8,7,11,11,8,8,4,2,7,8,9,4,11,8,8
5029,Y,2,2,3,3,1,7,10,1,6,7,11,9,1,11,1,8
5037,C,2,5,3,3,2,6,8,7,7,8,8,13,1,9,4,10
5041,A,3,6,5,8,2,7,5,3,1,7,0,8,3,7,2,8
5043,Y,5,7,6,5,3,4,9,1,8,10,10,6,1,10,3,4
5044,A,2,1,4,2,1,7,2,2,1,6,2,8,2,7,2,7
5045,A,3,9,6,6,4,11,3,1,2,8,2,9,2,6,2,7
5047,C,4,5,5,3,2,4,8,4,8,11,9,12,1,9,3,7
5075,Y,9,12,8,6,5,7,5,4,5,9,9,5,4,10,4,5
5078,A,2,3,4,2,1,6,2,2,2,5,2,8,2,6,2,6
5095,A,2,7,4,4,1,8,5,3,1,7,0,8,2,7,2,8
5097,Y,9,11,9,8,6,5,8,0,9,8,9,5,4,13,7,3
5109,A,4,8,5,6,3,7,5,2,0,7,1,8,2,7,1,8
5110,Y,7,9,7,6,3,4,10,2,8,10,11,5,2,13,4,3
5115,C,2,2,3,3,2,6,8,7,7,8,7,13,1,9,4,10
5116,Y,3,7,5,4,1,8,11,2,2,5,12,8,1,11,0,8
5118,C,6,11,8,9,6,7,7,8,6,6,6,13,6,8,5,7
5124,A,4,9,6,6,2,8,3,3,3,7,2,8,3,6,3,8
5140,C,6,10,6,8,4,4,7,6,6,13,10,12,2,11,3,7
5150,A,2,3,4,4,1,7,5,3,1,6,1,8,2,7,2,7
5159,A,3,9,5,7,3,13,2,4,4,12,1,9,3,6,3,10
5179,C,4,7,4,5,2,5,9,6,7,12,9,9,2,10,2,7
5195,A,5,11,5,6,4,9,4,5,3,10,6,12,7,4,6,10
5201,Y,2,3,3,5,0,7,10,1,3,7,12,8,1,11,0,8
5212,C,3,9,5,7,3,4,8,7,7,9,9,14,2,9,4,9
5221,A,2,6,4,4,2,8,2,2,2,7,2,8,2,6,3,6
5231,A,4,11,6,8,5,7,3,1,2,5,2,7,4,6,4,7
5240,C,4,7,5,5,2,6,8,6,10,6,7,12,1,7,4,8
5242,A,3,8,6,6,4,10,5,1,4,8,2,6,2,7,4,8
5244,A,3,5,5,5,4,9,8,2,4,7,7,7,4,8,4,5
5250,C,5,10,6,8,2,6,7,7,11,7,6,14,1,8,4,9
5272,A,8,12,6,6,3,10,1,2,2,10,4,12,3,5,4,8
5275,Y,0,0,1,0,0,7,10,1,3,7,11,8,1,11,0,8
5282,Y,3,4,4,3,1,4,11,2,7,11,10,5,1,11,2,5
5286,Y,4,5,5,4,2,3,11,3,6,12,11,6,1,11,2,5
5289,Y,7,10,7,8,4,4,10,2,8,10,11,6,2,10,4,3
5309,C,1,3,2,2,1,5,8,4,5,12,8,10,1,10,2,8
5326,A,4,10,5,7,4,9,4,3,1,8,2,8,2,7,2,8
5367,A,2,2,4,3,2,6,2,2,2,5,2,8,2,6,2,6
5374,Y,8,7,6,10,4,9,7,6,6,4,10,7,5,10,3,7
5381,A,2,7,3,5,2,7,4,2,0,7,2,8,1,6,1,8
5386,C,2,4,3,3,1,4,9,4,7,11,9,12,1,9,2,7
5401,Y,3,5,5,7,1,9,10,3,2,6,13,8,2,11,0,8
5404,A,5,8,7,7,6,9,7,3,4,7,7,6,5,10,4,6
5416,A,3,8,5,6,3,5,4,3,0,5,2,7,2,7,2,7
5423,A,3,2,6,4,3,8,1,2,2,7,2,8,2,7,3,7
5425,A,4,6,6,6,5,7,8,2,4,7,7,9,5,7,3,7
5437,C,2,1,3,2,1,6,7,6,7,8,7,13,1,9,4,10
5474,Y,6,6,5,9,4,7,7,4,3,6,11,6,4,11,6,6
5499,C,5,10,6,7,4,5,7,6,9,7,6,13,1,8,4,9
5501,Y,4,4,5,6,6,9,8,5,3,7,8,7,6,10,6,4
5510,Y,1,0,2,1,0,7,10,3,1,7,13,8,1,11,0,8
5528,Y,10,9,8,13,5,7,9,2,2,7,10,4,4,10,7,7
5536,A,4,10,6,8,3,10,3,2,3,9,1,8,2,7,4,9
5543,C,5,10,6,8,2,6,6,7,11,9,5,14,1,9,4,8
5548,C,7,10,7,7,5,4,8,5,7,12,9,12,2,10,4,6
5549,C,7,10,7,8,4,3,8,6,7,12,11,12,2,9,2,7
5551,A,1,1,2,2,1,7,3,2,1,6,2,8,1,6,1,7
5562,Y,2,2,4,3,2,6,10,1,7,8,12,8,2,11,2,7
5584,Y,5,10,6,7,6,9,5,7,5,6,9,7,3,9,9,4
5609,C,2,6,3,4,2,5,8,6,6,6,7,14,1,8,3,10
5614,A,5,12,5,6,4,11,2,4,2,11,4,11,5,4,5,10
5615,C,5,9,6,8,7,5,6,4,5,7,6,11,6,10,9,10
5625,A,3,2,5,4,2,8,2,2,2,8,1,8,2,6,3,7
5630,Y,4,11,5,8,3,8,11,1,3,7,12,8,1,11,0,8
5631,A,3,8,6,6,3,12,2,3,2,10,2,9,2,6,3,8
5639,Y,7,8,7,6,4,5,8,1,7,8,9,5,2,11,3,4
5642,Y,3,5,5,4,2,7,11,1,8,6,11,8,1,11,2,8
5646,Y,2,2,4,4,2,7,10,1,7,7,11,8,1,11,2,8
5656,Y,4,4,5,3,2,4,10,2,8,10,10,5,3,11,4,3
5663,C,4,7,5,5,2,5,9,7,8,8,8,14,1,8,4,9
5677,C,3,8,4,6,2,4,8,7,9,9,9,13,1,9,4,9
5683,A,7,11,5,6,3,10,1,3,1,10,4,12,3,4,4,8
5688,A,3,11,5,8,3,13,3,4,3,12,1,9,2,6,3,9
5690,Y,3,11,5,8,1,5,10,3,2,9,13,8,1,11,0,8
5692,C,4,8,6,6,6,7,7,4,4,6,7,10,7,9,5,7
5694,C,3,6,4,4,1,6,7,7,10,8,6,13,1,9,4,9
5706,C,3,1,4,3,2,6,8,7,7,8,8,13,1,10,4,10
5711,A,2,4,3,3,2,10,2,2,2,9,2,9,1,6,2,8
5722,C,4,6,5,4,2,4,9,5,7,11,10,12,1,9,3,7
5723,Y,4,6,6,8,8,9,8,4,2,6,8,9,4,11,7,8
5733,C,3,8,4,6,2,5,7,6,8,8,6,12,1,9,4,9
5742,Y,5,9,5,7,3,3,11,3,6,11,12,6,1,11,2,6
5749,A,9,15,9,8,6,11,2,5,2,11,4,11,7,2,5,11
5753,A,1,0,2,0,0,7,4,2,0,7,2,8,1,6,1,8
5781,C,3,8,4,6,2,6,8,7,10,6,7,12,1,7,4,9
5784,A,2,5,4,4,2,8,3,2,2,8,2,8,2,6,2,7
5823,A,3,2,6,4,2,8,2,2,2,6,2,7,3,7,3,7
5828,C,5,8,5,6,3,5,7,5,6,11,8,13,2,9,4,8
5832,Y,4,10,5,7,1,7,11,2,3,7,12,8,1,11,0,8
5846,Y,6,9,5,5,3,7,7,3,5,9,7,6,3,10,4,5
5850,C,4,10,5,8,2,5,7,7,10,6,6,13,1,7,4,9
5854,A,4,7,7,5,4,6,5,2,3,4,2,6,4,6,4,5
5857,A,2,8,4,5,2,7,6,3,1,6,0,8,2,7,2,7
5874,A,2,1,4,3,2,8,2,2,1,7,2,8,2,6,2,7
5885,A,3,7,5,5,5,8,8,7,4,6,6,8,2,8,6,5
5890,C,6,10,5,5,3,7,8,4,3,9,8,9,4,9,9,11
5891,A,8,13,7,7,4,11,4,3,2,8,4,10,5,5,4,9
5900,Y,5,5,6,7,6,9,11,5,4,6,7,7,5,10,7,5
5903,Y,8,10,7,6,4,8,5,3,5,8,7,6,5,9,5,5
5921,C,3,7,4,5,2,5,8,7,8,13,9,10,2,10,3,7
5928,Y,1,3,2,2,1,6,10,1,5,7,11,9,1,11,1,8
5936,C,5,9,6,6,4,7,7,8,6,6,6,11,4,8,4,9
5943,A,2,3,3,2,1,9,2,2,1,8,2,10,1,6,2,8
5948,Y,1,0,2,1,0,7,10,2,2,7,12,8,1,11,0,8
5963,C,4,8,5,6,6,7,6,3,4,8,6,11,5,9,3,8
5987,Y,3,9,5,6,1,8,10,2,3,7,12,8,1,11,0,8
6012,C,2,3,3,1,1,5,9,4,6,12,8,10,1,9,2,7
6034,Y,7,10,7,8,4,3,10,2,7,11,11,7,1,11,3,5
6036,Y,2,1,3,1,0,7,10,3,1,7,12,8,1,11,0,8
6038,C,9,13,6,7,3,6,10,6,8,11,8,8,2,8,5,9
6054,C,6,6,7,8,3,5,6,7,11,7,5,14,1,9,4,8
6062,C,3,6,5,4,3,7,7,7,6,8,6,11,3,9,4,8
6066,Y,3,4,5,5,1,7,11,2,2,9,12,7,1,10,0,8
6069,Y,7,11,8,8,6,5,8,1,7,8,9,5,5,12,6,3
6071,C,7,10,7,7,4,3,8,5,7,11,10,13,1,9,3,7
6104,C,4,9,5,6,2,5,7,7,10,6,6,13,1,7,4,9
6118,A,1,0,2,0,0,7,3,2,0,7,2,8,2,6,1,8
6128,A,2,7,4,5,2,11,3,3,2,10,2,9,2,6,2,8
6130,A,3,10,6,8,5,10,4,1,2,8,3,9,4,4,3,7
6131,C,3,10,5,7,3,4,9,6,6,6,8,14,1,8,4,10
6138,A,4,8,6,6,5,9,5,2,5,8,1,6,3,4,3,7
6150,C,3,6,4,4,2,5,8,7,7,8,8,14,1,9,4,10
6155,Y,6,8,8,10,11,9,8,7,3,7,7,8,7,10,6,4
6168,A,2,7,4,4,1,5,4,3,2,5,1,7,2,6,2,7
6170,A,2,7,4,4,1,8,4,3,2,7,2,8,3,6,2,8
6181,C,4,8,5,7,5,5,7,4,4,7,6,11,4,9,8,10
6187,Y,9,15,8,8,5,8,6,4,5,9,8,5,4,10,4,4
6197,C,3,8,5,6,3,5,7,6,8,8,5,11,1,9,4,9
6211,C,2,3,2,1,1,4,10,5,6,12,9,9,1,9,2,7
6217,C,4,6,5,6,5,7,8,5,4,6,7,11,6,9,9,11
6218,C,4,9,5,7,3,6,8,6,8,7,6,14,1,8,4,9
6223,C,4,9,5,7,3,4,8,6,7,7,8,15,1,8,4,10
6231,Y,3,4,5,5,1,8,10,3,2,6,13,8,2,11,0,8
6232,Y,4,5,5,4,2,4,12,3,7,12,10,4,1,11,2,5
6240,C,5,10,4,5,3,8,5,5,3,9,9,11,4,9,7,11
6249,Y,2,3,3,1,1,4,12,3,5,12,10,5,1,11,1,5
6251,C,6,11,5,6,4,7,7,4,3,9,8,10,4,9,8,11
6253,A,3,4,5,2,2,9,1,2,1,8,2,8,2,6,3,8
6271,C,2,4,3,3,1,6,8,7,7,8,8,13,1,9,4,10
6278,C,3,7,4,5,2,5,8,6,8,12,9,11,1,10,3,7
6285,C,2,4,3,2,1,4,9,5,7,11,9,12,1,9,3,7
6307,A,2,1,4,2,1,8,2,2,1,7,2,8,2,7,2,7
6309,A,4,7,5,5,3,8,4,3,0,6,1,8,2,7,1,7
